1012480,3723549732,10
1579080,2643952445,2
1415270,2462249342,1
2068840,2519772728,2
1254490,2822475100,1
1463520,2780378450,2
1288810,1661287907,11
1487400,607844206,1
1350610,4197220845,1
2841406,2921383590,1
1217690,3836823873,1
1006670,3896857205,3
2119750,1375180347,10
2523860,1463893810,1
1223640,3230428144,1
1315720,4156671150,9
1611600,3145949834,1
1164050,1501723651,1
2270390,2786743370,2
2644330,3518903953,1
2229770,731540561,1
1398670,1713526595,1
1242350,1951453454,1
1345605,3780233213,1
2623490,2650702775,1
1611020,1375182522,6
2130360,850985173,1
1006850,1907655457,1
1218450,1649267824,1
2002400,4225356729,1
1593100,445601014,1
2820690,895801849,18
2780030,1831838048,1
1375620,2717028557,1
2663180,2754497613,1
2029090,2204195720,64
1212170,1146571030,4
1410590,4237858223,9
1579350,1737110120,3
1150450,2839117867,1
2839306,3403209515,8
1206730,3266861604,1
1009020,3083668179,1
1191730,1719503060,2
1669940,3714716034,1
1580650,3720927413,1
1161310,2059512239,1
2211820,415937558,1
1310670,1468822476,1
1163270,1731003317,1
1491570,3215424909,2
1979920,3715666554,7
1365980,3039701473,1
1605280,4243507422,1
1260670,1953828425,1
1233560,1737841355,2
2394710,426783193,1
2668570,3239717983,1
1009610,3242240223,4
1533690,2583831760,2
1000730,1294276456,1
1415190,1439572086,2
5262160,3896852872,1
1602120,3040410833,1
1009980,2452146086,3
1601260,469739853,4
1478750,1713267335,1
1001140,100459985,4
1259210,3683820677,1
1384830,4009102962,2
1164170,4004628005,1
1005070,1012113358,1
1588410,2751011542,5
1394800,3760465512,2
1355790,2204388425,2
1499150,2000020179,1
1305380,1109988858,4
1359040,2711624849,4
2210140,3145956359,1
1004320,3053062970,2
1415260,1821560150,21
1578850,895804024,13
2093510,3557422227,4
1589860,1481561513,1
1397450,1823395415,19
1329590,731201245,1
1401470,1822907780,1
2029010,2204186150,134
2078550,1953784055,1
1409140,1737569915,6
1536350,1717618640,2
1196670,1956236150,3
1576150,2647195666,1
